id_ur,county_desc,u_r_code,avg_zero,avg_one,avg_two,avg_three,perc_zero,perc_one,perc_two,perc_three,avg_speed,max_speed
20101R,Lane,R,537.547,357.542,193.152,429.76,0.0282394194602966,0.0424565601348877,0.078590989112854,0.0353220725059509,9.8,25
20103R,Leavenworth,R,10676.8,3251.64,3171.48,8592.09,0.0240633940696716,0.0790125036239624,0.0810095310211182,0.0299019360542297,7.62857142857143,25
20103U,Leavenworth,U,15681.5,12208.2,7284.82,21379.4,0.0360640859603882,0.0463245344161987,0.0776326560974121,0.0264525246620178,7.62857142857143,25
20105R,Lincoln,R,1251.88,619.646,392.136,722.34,0.0238521718978882,0.0481887865066528,0.0761470413208008,0.0413378667831421,9.8,25
20107R,Linn,R,3885.71,2021.02,1215.37,2531.9,0.0248448824882507,0.0477680540084839,0.0794323301315308,0.0381294655799866,9.8,25
20109R,Logan,R,1097.81,638.766,440.172,555.247,0.0248858165740967,0.0427699375152588,0.0620665979385376,0.0492033100128174,9.8,25
20111R,Lyon,R,4071.37,992.127,1258.53,2759.97,0.0223069906234741,0.091540699005127,0.072163519859314,0.0329061198234558,9.8,25
20111U,Lyon,U,3593.81,6180.47,4089.13,10099.6,0.0666785860061646,0.0387721490859985,0.0586017179489136,0.0237266898155212,9.8,25
20113R,McPherson,R,4898.81,2534.46,1596.44,4095.3,0.0267922472953796,0.0517862176895142,0.0822141838073731,0.0320489573478699,9.8,25
20113U,McPherson,U,3895.16,3771.66,1961.21,5694.97,0.0393385291099548,0.0406266736984253,0.0781304836273193,0.0269061970710754,9.8,25
20115R,Marion,R,3855.7,1632.8,1078.31,2844.19,0.0244080281257629,0.0576372528076172,0.0872752285003662,0.0330885028839111,9.8,25
20115U,Marion,U,723.367,479.401,243.501,794.73,0.030980110168457,0.0467458009719849,0.0920324230194092,0.0281982493400574,9.8,25
20117R,Marshall,R,3002.11,1501.91,882.44,1588.54,0.0232336497306824,0.046440749168396,0.0790422105789185,0.0439083766937256,9.8,25
20117U,Marshall,U,1097.56,462.721,357.578,759.138,0.0243904137611389,0.057853422164917,0.0748647403717041,0.0352636671066284,16.05,100
20119R,Meade,R,2308.73,283.556,691.138,745.578,0.0174511671066284,0.14208854675293,0.0582951259613037,0.0540385866165161,9.8,25
20121R,Miami,R,8743.65,1404.03,1893.75,6054.57,0.0206961607933044,0.128885974884033,0.0955564022064209,0.0298881816864014,9.8,25
20121U,Miami,U,5632.35,2702.15,1568.62,6330.88,0.0288227891921997,0.0600779962539673,0.103492460250854,0.0256425666809082,9.8,25
20123R,Mitchell,R,1002.32,878.698,318.635,619.352,0.0281248879432678,0.0320815443992615,0.0884711647033691,0.0455153512954712,9.8,25
20123U,Mitchell,U,1279.49,671.814,394.571,714.127,0.0239158248901367,0.0455483150482178,0.0775524950027466,0.0428495216369629,19.8222222222222,100
20125R,Montgomery,R,6246.34,1780.24,1746.83,4476.59,0.0228133749961853,0.080045166015625,0.0815763473510742,0.0318322706222534,9.8,25
20125U,Montgomery,U,5642.31,3857.22,1928.15,5824.32,0.0305761122703552,0.0447264575958252,0.0894745922088623,0.0296206378936768,9.8,25
20127R,Morris,R,1723.72,1937.41,681.197,1216.67,0.0322500824928284,0.0286928725242615,0.0816063213348389,0.0456902408599854,9.8,25
20129R,Morton,R,1206.16,309.868,308.073,713.896,0.0210419273376465,0.0819057178497314,0.0823831844329834,0.0355514121055603,9.8,25
20131R,Nemaha,R,3646.2,1049,991.283,2104.52,0.0213674664497375,0.0742708969116211,0.0785950803756714,0.0370202922821045,9.8,25
20131U,Nemaha,U,944.494,305.224,181.501,898.78,0.0246692848205566,0.0763372564315796,0.128373861312866,0.0259240293502808,9.8,25
20133R,Neosho,R,3286.45,950.73,926.676,2204.15,0.0224193358421326,0.0774983310699463,0.0795100164413452,0.0334279274940491,9.8,25
20133U,Neosho,U,1357.59,2510.51,1633.56,3059.34,0.0630600833892822,0.0341006684303284,0.0524071550369263,0.0279831385612488,9.8,25
20135R,Ness,R,914.095,954.721,316.472,582.712,0.0302813100814819,0.028992760181427,0.0874643898010254,0.0475020217895508,9.8,25
20137R,Norton,R,1188.77,621.796,333.27,528.163,0.0224769949913025,0.0429723024368286,0.0801752758026123,0.0505904150009155,9.8,25
20137U,Norton,U,701.832,885.043,350.639,718.485,0.0378438019752502,0.0300098371505737,0.0757473182678223,0.0369666576385498,103.042857142857,1000
20139R,Osage,R,5586.97,1716.48,1478.72,4593.84,0.0239414381980896,0.0779268884658813,0.0904568195343018,0.029117271900177,9.8,25
20139U,Osage,U,682.481,515.193,239.882,956.444,0.0350779151916504,0.0464680433273315,0.0997990322113037,0.0250302052497864,9.8,25
20141R,Osborne,R,1019.14,1184.13,477.524,758.213,0.0337442660331726,0.0290424919128418,0.0720173454284668,0.0453566360473633,9.8,25
20143R,Ottawa,R,2156.96,1223.23,712.871,1618.94,0.0264817523956299,0.0466959095001221,0.0801267337799072,0.0352823734283447,9.8,25
20145R,Pawnee,R,931.166,477.909,289.383,415.542,0.0227027297019958,0.0442343330383301,0.0730519247055054,0.0508733224868774,9.8,25
20145U,Pawnee,U,1272.81,1058.32,673.302,1247.57,0.0334063529968262,0.0401769781112671,0.0631514930725098,0.0340822768211365,9.8,25
20147R,Phillips,R,1206.95,745.669,380.073,582.313,0.0241518759727478,0.0390924143791199,0.0766958808898926,0.0500589942932129,9.8,25
20147U,Phillips,U,561.519,698.812,187.447,818.222,0.0403548049926758,0.0324264717102051,0.120887689590454,0.0276941871643066,103.042857142857,1000
20149R,Pottawatomie,R,4672.85,4753.81,2122.64,3834.69,0.0329220747947693,0.0323613834381104,0.0724756479263306,0.0401179790496826,9.8,25
20149U,Pottawatomie,U,2892.95,3000.44,1051.78,2388.83,0.0322646689414978,0.031108820438385,0.088744592666626,0.0390734481811523,9.8,25
20151R,Pratt,R,1305.92,694.585,419.701,605.791,0.0231713533401489,0.0435655832290649,0.0720989990234375,0.0499511909484863,9.8,25
20151U,Pratt,U,2253.94,1527.38,798.077,1521.6,0.0270681166648865,0.0399441361427307,0.0764462471008301,0.0400960493087769,9.8,25
20153R,Rawlins,R,1335.09,211.737,344.1,620.073,0.0188077104091644,0.118590536117554,0.0729730224609375,0.0404952621459961,9.8,25
20155R,Reno,R,7642.94,3661.1,2440.49,6743.47,0.0268064427375793,0.0559613609313965,0.0839503669738769,0.030381965637207,9.8,25
20155U,Reno,U,13154.9,8900.39,4529.56,14720.1,0.0313988924026489,0.0464080572128296,0.0911898708343506,0.0280602288246155,9.8,25
20157R,Republic,R,1897.92,704.381,451.229,1482.47,0.0238998126983643,0.0643969678878784,0.10052544593811,0.0305976414680481,9.8,25
20159R,Rice,R,2156.5,1522.96,862.29,1564.25,0.0283143544197083,0.0400930595397949,0.0708114242553711,0.0390346956253052,9.8,25
20159U,Rice,U,821.574,874.644,544.93,1014.85,0.0396312594413757,0.037226574420929,0.059750828742981,0.032083477973938,9.8,25
20161R,Riley,R,4990.95,3580.17,1939.87,3282.01,0.0276360440254211,0.0385261273384094,0.0711025905609131,0.0420260286331177,9.8,25
20161U,Riley,U,18582.1,14806.4,10257.8,15762.7,0.0319711256027222,0.0401238584518433,0.057915768623352,0.0376896333694458,9.8,25
20163R,Rooks,R,1531.17,1474.12,645.714,1175.99,0.031524863243103,0.0327449059486389,0.0747544240951538,0.0410462331771851,9.8,25
20165R,Rush,R,960.433,949.519,353.098,683.95,0.030684072971344,0.0310367584228516,0.0834613704681396,0.0430879354476929,9.8,25
20167R,Russell,R,1072.78,820.862,372.417,582.939,0.0265571117401123,0.0347074294090271,0.0765002202987671,0.0488730573654175,19.8222222222222,100
20167U,Russell,U,881.83,1375.35,660.871,1036.95,0.0448499155044556,0.0287563800811768,0.0598452854156494,0.0381406116485596,97.975,1000
20169R,Saline,R,3654.7,1077.4,924.517,2495.38,0.0223055076599121,0.075663857460022,0.0881757736206055,0.0326683282852173,9.8,25
20169U,Saline,U,14747.9,10972.2,5488.68,14565.3,0.0310377073287964,0.0417182302474976,0.0833970355987549,0.0314268207550049,9.8,25
20171R,Scott,R,680.317,179.882,195.492,328.308,0.0203434443473816,0.0769392919540405,0.0707957124710083,0.0421554899215698,9.8,25
20171U,Scott,U,1081.34,751.578,349.528,1223.55,0.0314978861808777,0.0453179693222046,0.0974456024169922,0.0278370094299316,9.8,25
20173R,Sedgwick,R,14378,7741.05,5882.54,15677.5,0.0303791427612305,0.0564251756668091,0.0742519998550415,0.0278610181808472,9.8,25
20173U,Sedgwick,U,108244,108298,69035.2,190625,0.0439932012557983,0.0439716196060181,0.0689795684814453,0.0249811220169067,19.8222222222222,100
20175R,Seward,R,1436.66,177.483,431.506,512.349,0.0178051614761353,0.144126491546631,0.0592807960510254,0.0499268865585327,9.8,25
20175U,Seward,U,7999.92,3171.24,2521.66,4787.17,0.0231002235412598,0.0582737731933594,0.0732849311828613,0.0386031436920166,7.62857142857143,25
20177R,Shawnee,R,10110.5,4772.32,3496.59,9903.61,0.0279739475250244,0.0592647075653076,0.0808872890472412,0.0285582733154297,9.8,25
20177U,Shawnee,U,38965.1,32431.1,18566.5,57753.3,0.0379098582267761,0.04554762840271,0.0795605659484863,0.0255770444869995,9.8,25
20179R,Sheridan,R,899.261,662.145,315.107,643.488,0.0280230188369751,0.0380581212043762,0.0799729442596436,0.0391615962982178,9.8,25
20181R,Sherman,R,740.662,184,231.637,327.701,0.0200361275672913,0.0806521701812744,0.0640657043457031,0.0452852296829224,9.8,25
20181U,Sherman,U,1388.47,394.431,828.807,1681.29,0.0309188389778137,0.108840370178223,0.0517973279953003,0.0255339956283569,28.55,250
20183R,Smith,R,1166.84,1081.09,440.707,855.365,0.0303726553916931,0.032781777381897,0.080416145324707,0.0414326000213623,9.8,25
20185R,Stafford,R,1237.56,1249.3,567.397,991.746,0.0326933622360229,0.0323862147331238,0.0713081169128418,0.0407967329025269,9.8,25
20187R,Stanton,R,834.27,391.474,206.258,536.998,0.0236014771461487,0.0502970886230469,0.0954627323150635,0.0366668200492859,9.8,25
20189R,Stevens,R,959.431,316.444,252.934,484.19,0.0209811902046204,0.0636130571365356,0.0795859050750732,0.0415745449066162,9.8,25
20189U,Stevens,U,1173.53,803.755,428.571,969.143,0.0287593674659729,0.0419903993606567,0.0787499952316284,0.0348245859146118,34.0461538461538,250
20191R,Sumner,R,5762.57,2615.73,1925.57,4027.13,0.0248690962791443,0.0547878122329712,0.0744247484207153,0.0355861449241638,9.8,25
20191U,Sumner,U,3992.69,843.138,1148.88,2262.29,0.0206552624702454,0.0978131294250488,0.0717829704284668,0.0364541363716126,9.8,25
20193R,Thomas,R,1083.44,514.485,377.524,559.547,0.0233976006507874,0.0492725467681885,0.0671480846405029,0.0453045463562012,9.8,25
20193U,Thomas,U,1665.35,1119.69,639.746,1742.21,0.0310265254974365,0.0461466312408447,0.0807664203643799,0.0296576809883118,28.55,250
20195R,Trego,R,790.417,971.574,400.064,595.946,0.0348929643630981,0.0283869361877441,0.0689390563964844,0.0462793970108032,9.8,25
20197R,Wabaunsee,R,2336.95,1530.41,944.109,2094.53,0.0295513677597046,0.0451250839233398,0.0731483459472656,0.0329715895652771,9.8,25
20199R,Wallace,R,698.068,271.419,229.986,336.526,0.0220035862922668,0.0565913677215576,0.0667865610122681,0.0456428241729736,9.8,25
20201R,Washington,R,2453.91,1112.64,725.261,1135.18,0.0221157097816467,0.0487757062911987,0.0748282623291016,0.047807240486145,9.8,25
20203R,Wichita,R,846.463,357.442,256.054,614.041,0.0245019698143005,0.0580233716964722,0.0809984111785889,0.0337762546539307,9.8,25
20205R,Wilson,R,3089.16,569.506,966.512,1553.82,0.0200022101402283,0.10849760055542,0.0639308881759644,0.0397664308547974,9.8,25
20205U,Wilson,U,721.104,523.528,297.07,641.297,0.0302730131149292,0.0416978406906128,0.0734842920303345,0.0340403866767883,9.8,25
20207R,Woodson,R,1389.99,374.603,366.567,883.837,0.0216907525062561,0.0804851627349853,0.0822496509552002,0.0341126322746277,9.8,25
20209R,Wyandotte,R,2258.02,2300.18,1873.69,4189.12,0.0470368719100952,0.0461747121810913,0.0566850233078003,0.0253537726402283,9.8,25
20209U,Wyandotte,U,24201.3,42183.5,30090.3,58169,0.0638990926742554,0.0366598725318909,0.0513933563232422,0.0265852975845337,9.8,25
